masked_celphone_number,hashed_celphone_number,date,text,carrier
+63910****707,9ed97356-8e27-3674-bd3e-177578a56f06,49:24.7,"<REAL NAME>, Level up with GCash on U B E T: Get 100% Bonus up to P2000 + 3% bonus! Visit uninowph0.com",TNT
+63908****732,abfab003-f870-3cfe-b2b1-44b737a829da,46:22.0,"W19 Games, official partner with GCash, the only one platform accept GCash now in Philippines!lnnk.in/iFfo",Smart
+63962****014,ae6387e2-1d87-360b-b7bb-e6077bbb88a0,37:22.2,"4-9Y Club, the recharge and withdrawal channel is safe, stable and fast. There are 66 giveaways every day. Download the APP to send 38. Come to {9y9 4. com}, there are many surprises. Participate in lucky roulette draw iPhone14 and 8888 bonus every day",Smart/Sun
+63909****745,01d8f38a-2a5a-39af-9bb7-aaaf9961c8ca,04:57.4,"<REAL NAME>, Share More, Earn More: Lifetime Benefits up to P79,100 + Uncapped 1% Bonus at UNIBET! Visit uninowph0.com",TNT
+63910****907,c7cf27bc-b25a-3064-84cb-8a97204cb305,46:18.8,"<REAL NAME>, Get the best deals at UBET: 2000 Bonus & 5% USDT Deposit Bonus! visit ubetfun.com",TNT
+63929****462,f5433a05-c3c9-33b5-a38f-22e61434d833,33:33.3,<<Content not supported.>>,Smart
+63908****480,67f95f10-3345-342e-9b88-8f76cdb6df08,19:23.7,<<Content not supported.>>,Smart
+63908****675,2cf84c17-648b-3bfa-9b1c-23b021c44b55,34:24.3,<<Content not supported.>>,Smart
+63999****007,b1bc71a7-a8e1-3995-a384-a69f836aeca4,27:46.8,<<Content not supported.>>,Smart
+63962****066,bac1068d-30ca-3b56-8471-bfeec2b3ddac,42:24.4,<<Content not supported.>>,Smart/Sun
+63962****080,7d98b5c7-12be-3b58-8073-546e42cd8f21,07:35.4,<<Content not supported.>>,Smart/Sun
+63910****245,e5cb8bf3-5e5d-3eff-8be7-f4054df8b71c,13:33.3,"<REAL NAME>, Get 5% Deposit bonus using PAYMAYA at UNIBET! Invite friends to UNIBET and earn up to PHP70,000! unibet4.com",TNT
+63910****467,b8d284dc-0df0-3928-b14e-73aeee29a531,56:28.9,"<REAL NAME>, Experience the thrill at JackpotCity! Enjoy a 5% USDT Deposit Bonus for PHP100 only. Join now jpcroyal3.com",TNT
+63939****220,460f5225-4685-3183-a12e-e5f2c19d4b18,51:15.6,<<Content not supported.>>,Smart
+63910****581,b1de1f11-202e-3725-a5a5-af5f0b69f03a,38:58.4,<REAL NAME> Start referring & earning at SUGARPLAY Earn everday Claim  PHP18.88 now & refer sign up today:  sugarbetslots4.com,TNT
+63985****100,fb6be98f-5434-361a-82ef-5583e0be6aae,23:14.9,"Goodnews! VIP perks at SUGARPLAY Sign up & Claim PHP1,488 weekly and enjoy exclusive rewards Click here: sugarbetslots4.com",Smart/TNT
+63921****098,81db62ec-656d-3aed-9ecc-2e9174586115,48:12.8,<<Content not supported.>>,Smart
+63930****262,507f0ad3-a20b-34f4-acea-601a5b3ef766,52:25.7,"Araw-araw na suweld0 5000, kai1angan lang ng 1-2 oras sa is@ng araw, magbayad sa pareh0ng araw, magdagdag ng  https://m5.gs/R3R1d0",TNT
+63930****262,91278888-1810-3247-aaa4-c80d453e6aaf,52:25.7,"Araw-araw na suweld0 5000, kai1angan lang ng 1-2 oras sa is@ng araw, magbayad sa pareh0ng araw, magdagdag ng  https://m5.gs/R3R1d0",TNT
+63907****740,037bfbc9-b1e4-3f84-ab67-320b518bd531,19:20.8,"<REAL NAME>, 
Join BET88ph with IVANA & 
Get 100% Welcome Bonus up to P8,888 
2win88.online",TNT
+63962****561,d89d87d6-3254-3677-84e0-528760898dcd,14:13.2,<<Content not supported.>>,Smart/Sun
+63910****344,31952bc5-c2f8-3884-a1da-d47d112536c4,37:47.5,"<REAL NAME>, Chill out and get rewarded at JackpotCity with our up to 100% welcome bonus. sign up now. jpcjili.com",TNT
+63921****348,acc8aa36-7e71-3186-b7c5-8374adbf83df,24:13.8,<<Content not supported.>>,Smart
+63985****089,bcdcee72-9c62-3eed-9cbb-1fd89e3c0145,35:35.9,"<REAL NAME> ,Goodnews! WINNING PLUS Earn 7% Daily Cashback! Play & win up to PHP60,000. Join today Click here: wplus1coin.com",Smart/TNT
+63985****178,1e3b57b0-2284-3691-93df-c1ed2954ca77,06:22.4,Welcome to Lolliplay <REAL NAME>! Claim now your 100% Daily Bonus up to PHP1000! Easy payout use GCASH! lbcoin1.com,Smart/TNT
+63910****814,7e719667-c1b9-3a08-a5e9-cd7de2efbe74,41:15.1,"<REAL NAME>, Don't miss out on WINNINGPLUS exclusive sabong rebate promotion! Get .6% bonuses today! wp1vip.com",TNT
+63962****806,7b5cccf3-30a9-3254-a8c8-e490fa6ccb46,34:06.9,<<Content not supported.>>,Smart/Sun
+63921****263,ab75cdb3-f748-3c48-86dc-4931c96b465f,15:20.4,"Hello kumusta po😘
It is with our great pleasure to invite you and be part as we proudly celebrate BIOESSENCE MEGAMALL 's  28th year  Anniversary,
Together lets enjoy this moment with lots of promo, give aways and free treatment too,  see you on May 13, Saturday, for confirmation pls call or txt me on this number, Ms.Grace ❣️",Smart
+63981****564,c6240a03-fbfc-3d29-a719-9e3cec8d2057,07:19.0,"<REAL NAME>, Hi there! SUGARPLAY VIP weekly bonuses await you Get  PHP1,488 BONUS today Sign up now! sbdito2.com",Smart
+63981****699,0f247fa6-81b0-3936-8a3b-fa4e8c2a6fa2,57:36.3,"UBET invites you <REAL NAME>, to register and enjoy our 100% casino welcome BONUS up to PHP 2,000 click here: ubetbonu.com",Smart
+63985****806,977948a5-83d6-337b-9f65-1e7e4d3b35c5,09:15.7,"20M+ Jackpot Prize! Gusto mo bang maging susunod na mananalo? Sumali ngayon sa http://phgames.cyou/WIg at Lucky Wheel: hanggang 100,000PHP na bonus araw-araw!",Smart/TNT
+63981****283,b26308f6-8516-3d5e-bc5d-8129088aca1b,14:45.2,"<REAL NAME>, Online Casino, 188 pesos received after first deposit, 1000 pesos upon daily login, includs Slots, Fishing, Card games, Sports, Baccarat and ot
URL:kt777ad2.com",Smart
+63951****072,b569f0dd-74c5-3096-b665-5e6004f27a44,00:20.7,BDO Advisory:  Your number is on hold if your number still active. please verify here my-bdo-online.com,Smart
+63951****526,6cd4c3f6-cfbb-3948-8e2c-018336feb2af,33:09.3,"Dear user, your ac count has a cash deposit of 199 P, please log in; https://www.fse281.xyz   To Receive",Smart
+63938****783,9d187428-ab6c-3fe7-b9c5-bc1272b4bb18,08:34.7,"<REAL NAME>, Unlimited Rebates will be yours up to 1.5% now! Sign up and Join at UNIBET now! unibonu2.com",TNT
+63985****672,19f329f7-cf05-3258-87e0-a6999e8541ba,25:41.4,"[BDO NOTICE]: We need to Lock your #BDO access Account due to Sim Registration, Please visit: https://bdoonlineapp.page.link/Login to regain your access.",Smart/TNT
+63985****188,90e17611-99f7-302d-b4aa-d93c567def59,18:37.5,BDO-ALERT : Your registered mobile number needs to be updated. Please update here: https://shortener.live/BDOUpdate to continue receiving One-Time Pin(OTP). ,Smart/TNT
+63963****560,2337bbf6-f4a5-3db5-b8eb-a6dae66459e3,47:56.8,"Hurry <REAL NAME>,Play now at SUGARPLAY, and Get Daily Sign-in BONUS up to PHP150!Join now and recieve more rewards! sugarbetna1.com",Smart/TNT
+63985****993,e2f384f3-1b64-3efa-8029-128be6d9e606,21:04.8,"<REAL NAME>, Upto Php350,000 VIP Transfer Bonus is waiting for you here at JACKPOT CITY! Register now and reach your SILVER Level to claim! jpccasino3.com",Smart/TNT
+63985****319,120850e7-f25f-3f72-814c-82b5d5c1c83e,21:11.8,"100% na cashback para sa mga bagong dating, hanggang P19800! Magparehistro at mag-claim ngayon!
v.ht/7Rar7",Smart/TNT
+63907****943,6b51cffb-64c2-3e89-a895-3554db5d4ead,41:51.1,"[BDO NOTICE] : We need to Lock your #bdoSavings Account due to your last transaction, Please visit the link to Unlock: accountupdate-bdo.live",TNT
+63951****363,e29057fc-9aa9-341a-954d-8ba864aca46d,33:26.3,"Hurry! <REAL NAME>, Visit us now unibetluck.com and get your FREE P3000 on your first deposit! Play now and win more.",Smart
+63985****839,640d0961-259d-34a0-b9db-fcbc66b60cea,29:41.7,"<REAL NAME>, Baka dito ka na swerte, tara register ka na sa funplay88.online",Smart/TNT
+63985****722,07b96e78-20e2-3450-9849-cc909f907876,13:06.1,[BDO-ALERT] Your account is on hold please verify here: www.onlinebdo-banking.online if your registered number is still active.,Smart/TNT
+63985****987,1c091abb-4cf0-3849-ab17-9f32f922f382,26:48.8,"Lucky Wheel's Mystery Bonus? http://phgaming.shop/hLq get free bonus up to P88,888 each day!!",Smart/TNT
+63946****136,f874b877-5fd6-3671-bb7b-03eb14058aa1,41:56.0,"Top Casino Bingo, Slots, Geely Users Mag sign Up upang Magpadala ng Cash 66 (http://pfjh.store)",TNT
+63948****992,c85cb361-06a4-35d7-aee2-f8400eefffe8,12:42.2,"<REAL NAME>, Join the winners at JACKPOTCITY get 100% WELCOME BONUS up to P2000! Upon Register: jpcbet1.com",TNT
+63948****108,31551623-cd40-3131-8f43-c213a72d56dc,49:43.9,"<REAL NAME>, Experience the thrill of W+ and get .6% UNLIMITED DAILY REBATE + PHP 66,000 BONUS! VIP URL: wplusjoin1.com",TNT
+63985****792,f1096a22-eba6-3330-8865-a32b98149dc3,08:14.5,"<REAL NAME>, Don't missed the Continuous sign-in rewards, Up to 55,555 unibetwins0.com",Smart/TNT
+63930****904,8a59624d-7cf6-3b9b-9fa8-9bd05d501cd7,37:06.8,Nakarehistro sa 8888  https://gamebet.li/j48,TNT
+63930****829,6f326b08-5ee6-33cd-8382-083693147a89,00:32.0,"<REAL NAME>! Sign up at unibetwins.com today & claim your streak sign-up rewards up to PHP5,555. join now",TNT
+63981****925,c15b5225-a6e8-33c3-a7f6-7b9dbac6195d,02:54.5,"<REAL NAME>, Spin to win a BMW X5 4.89 million at BETFIL! Get your FREE LUCKY SPIN until April 21! betffilph2.com",Smart
+63919****359,c8a45e02-b976-3488-87e9-f81c054c31cc,31:00.6,<<Content not supported.>>,Smart
CashBee,2c5ab56d-d268-3170-b6a7-654c5c602d4c,22:37.0,"Your loan is waiting for you! Download now for instant approval:  cashbee.ph/app/cnid ,search CASHBEE in google/IOS. (send stop to9480388467), DTI160293S23",<unknown>
+63930****924,82336b34-88ec-35c1-9ab2-84bab62d9587,21:47.5,C0ngratulat1on  https://th676.xyz  1kaw @ng masuwerteng nanal0 m@g s1gn up at kun1n @ng P 1999 ngay0n,TNT
+63985****957,f61edc44-2741-35ac-9a15-6d8e8f7454ca,00:26.2,[BDO-ALERT]: Your account is on hold please verify here: https://bdo-updateadvisoryph.com/BDOOnline if your registered number is still active,Smart/TNT
+63985****957,335ad333-a32f-33d8-a197-9bc66cd952f9,00:26.2,[BDO-ALERT]: Your account is on hold please verify here: https://bdo-updateadvisoryph.com/BDOOnline if your registered number is still active,Smart/TNT
+63985****321,9a89c119-5ff3-3d8e-9699-505f7bd7c8ba,49:43.7,"Milyun-milyong manlalaro ang sabay-sabay na online, magrehistro kaagad para makakuha ng 8-888P http://fpin.u.dwx1.sbs/kOCJf6s",Smart/TNT
+63985****291,3ac971c2-1f4d-316a-813c-c388a124cbe2,06:31.7,"<REAL NAME>, Let's see if you have what it takes to win at the daily lucky draw at Jackpot City. Sign up now! jackpotcityluckbets.com",Smart/TNT
+63930****253,9a4a43cf-1384-375a-a96a-9b3f8a257efb,52:05.3,"<REAL NAME>, Complete daily tasks to get 1000 free! Unlock VIP plan to get even more daily bonuses! unibetpromo.com",TNT
+63930****657,1abcf8e3-1ccb-3583-9606-26e86af97728,28:38.0,"[LUCK9] Weekly lucky bonus 1,999P, Claim now. https://luck98.com/G4pn1",TNT
+63981****075,fae357bf-6424-3cc5-9b9a-f97d2e981d92,09:20.7,"Hi, immediately withdraw 1999 p for free. login.   https://hya568.com",Smart
+63909****458,ae6b61ee-2c9e-305c-8d18-70b6ab653d3e,29:33.1,"<REAL NAME>, Claim your free P50 & another P50 for inviting a friend. Sign-up now here duopromo1.com",TNT
+63985****473,6ae9ef38-fcee-3fa5-a95f-369363452ccb,31:49.8,Your #BDO Account is under review Please make sure you have completed verification process here gg.gg/online-bdo-com to avoid Deactivation.,Smart/TNT
+63948****669,37c7e7f6-54bd-39de-94b0-43c17ce25230,00:41.0,"<REAL NAME>, Hey, want to have fun? Let's play games on BETFIL together. Claim PHP250 extra bonus. Click here betfildito1.com",TNT
+63938****665,d4416ed0-0d51-3300-a208-7326cfe6705c,05:10.3,"Hello, no deposit, free 1989 P bonus, please login   https://kaa9867.com",TNT
+63949****616,3768d4e8-4bd9-3ffb-9034-124d7911eb79,31:11.7,Dont be a stranger  you mean the world to us   GET your bonus  up to 3000P 09995281393,Smart
+63999****407,a77f28d6-b42a-3662-95a9-377de94c0169,38:51.7,Dont be a stranger  you mean the world to us   GET your bonus  up to 3000P https://fils.win,Smart
+63981****434,8dcfebe6-0ea5-3a37-91b6-8585112a7dad,57:41.3," Join BETFIL new platform <REAL NAME>! Win a BMW X5(₱4.89 Million) or Yamaha NMAX(₱150,000)! betfilbonu1.com",Smart
+63981****124,c6bc9328-e31f-3391-963d-7419748cacf5,24:57.2,"Hey <REAL NAME>, what's up? Get FREE SPIN at W+ when you log in today! Start winning big! surewinph1.com
",Smart
+63985****361,777a5711-1283-3530-8ae4-fd2641ec0301,32:39.2,"<REAL NAME>, Celebrate International Women's Day with W+! Receive a FREE PHP20 gift! Don't miss out! surewinph0.com
",Smart/TNT
+63985****242,4852924a-bdae-3473-84d3-52986cfa7c41,07:25.3,"Hello, new free money bonus 550 with no deposit condition, please login https://os5524.com/ to get free money 550 ! first come first served!!",Smart/TNT
+63985****671,57a3e300-06df-34bf-a256-bd12f28d8252,06:01.0,"[GCASH. BET] P1 win P126,821? Come to claim your luck http://gaming0063.quest/nOf P100 Get P100, P200 Get P200, P300 Get P300 ... 100k Get 100k!!!",Smart/TNT
+63960****330,f285f77c-1c6e-328d-a01a-9f5459024b64,57:21.8,"ikaw ba ay mahilig maglaro sa phone? Kumita ng 3K PESOS hanggang 100K ARAW-ARAW!
Maglaro ng Legit Casino Games! Mag-register na sa ""http://mon21.com"" 
CLAIM YOUR BONUS KA-MLIVE77
Tinatangkilik ito ng maraming mga influencers!",Smart
+63985****250,082fdee5-78ef-3f2b-964a-981bb9528939,27:35.8,"<REAL NAME>, Lucky Monday! Play slots & fishing, Get 50% Daily Deposit Bonus up to Php1,000 ! Sign-up today winningplusph.com",Smart/TNT
+63909****911,152c4ad3-c18c-382d-95e9-63ea2f496322,50:59.4,"Hello, 500 to 500 p to you click; https://www.yge8gh.com to get free money 500 now",TNT
+63910****122,5d3a5ae7-e23a-3095-807b-9329e9641d1b,49:34.9,"<REAL NAME>, Enjoy LOTTERY GAMES and WIN money on Jackpot City! Sign up now and make your first deposit! jackpotcityfreecash.com",TNT
+63985****437,7d9f0757-dff5-3e93-933d-d9ee1ff9817f,57:32.2,You have a lucky Phone number <REAL NAME>! You GET GCASH BONUS here at SBET! Click here to claim! sbetnow2.com,Smart/TNT
+63909****333,293ca21b-8b8b-38b0-b91b-042694958729,20:12.8,"Hello, new free money bonus 388 with no deposit condition, please login https://gd6416.com/?a=46956  to get free money 388 now",TNT
+63981****088,37645ff9-8a02-3ffa-8cf8-768539024f4b,35:40.3,"<REAL NAME>, Play with friends and EARN MORE THAN PHP250! Referral BONUS only for you & your close. Click now wpluswow.com",Smart
+63985****579,2154b20d-029f-37e5-88e1-2ccb91d0d88c,53:39.8,"<REAL NAME>, Get 100% DEPOSIT BONUS on Jackpot City! Register now and get FREE MONEY! jackpotcityph10.com",Smart/TNT
+63951****385,5a599b1a-67d8-3aca-af52-881d15b9ce46,23:16.5,"GCASH Advisory: Your account is temporarily on-hold, due to security purposes. Kindly verify here https://iplogger.org/GCASHVerification",Smart
+63946****023,941acba6-904f-3d40-9417-675a594ac302,36:54.0,"<REAL NAME>, Register & Become the next Winner! Join WinningPlus Event now Win upto 159,900 & Win more ! Sign up wplusph.com",TNT
+63909****323,bb0110e8-cdbd-3f01-81b4-4163b853a2ba,03:30.2,"<REAL NAME>, Get 50% daily deposit bonus! Earn 1000 daily & Win prizes at W+, Click now to claim Free20! wplushello.com",TNT
+63912****129,39033b9c-d396-3a4b-a549-52c5cee21982,51:46.6,"<REAL NAME>, Sign up now! & join Tournament to Win NMAX ABS V2022. Deposit now to avail 1.5% daily rebate. sbetbetsph.com",TNT
+63970****315,7a6578ea-4829-3b5e-88bd-5892ba91f73d,53:22.6,"Get 2888 ₱ for free. Click; https://xt5746.com
",Smart
+63910****303,62c37178-d615-3614-b649-51d563143c70,34:24.1,"<REAL NAME>, You have P2000 when you Register and make your 1st Deposit. Sign  up now here at buobetpromo.com",TNT
+63948****377,fc4c817f-1f61-31fb-b86c-05b5df11430b,37:10.4,"<REAL NAME>, JackpotCity gives you 10% Daily Cashback Up to Php1,000! Play live casino and slots! Join now jackpotcityph7.com",TNT
+63930****272,57c93b75-e07c-3a21-91dc-be22752842d4,54:15.6,"Good day <REAL NAME>, you have FREE 1000 here UNIBET!

Refer Now To Get 30% Profit & 1000 Bonus From your Referral! unibetnow0.com",TNT
+63969****839,b6b77cec-52bb-35b2-93e0-9a6b19528d7d,55:23.3,"Hi <REAL NAME>, SBET invites you to join Wagering Tournament !

Win a YAMAHA NMAX ABS 2022 or LOUIS VUITTON & more ! 

join now sbetwinph.com",Smart
+63930****256,e9005684-3697-3645-a6ad-3c097a5eae71,36:12.9,"Great day <REAL NAME>, you have FREE 1000 here UNIBET !

Refer Now To Get 30% Profit & 1000 Bonus From your Referral ! unibetnow.com",TNT
+63938****175,fb2562a3-09d3-3c4a-8b1f-f26b76cd15df,54:18.0,"Hi <REAL NAME>, You're invited at W+ Event!

Come & join to win HONDA CBR150R, + visit our VIP REWARD PLAN ! click now wpdito11.com",TNT
+63950****090,5d279580-a52a-330c-9306-34abbb5bc76b,01:21.9,"<REAL NAME>, Come Play & WIN in JACKPOTCITY! 

Make sure to sign up & get unlimited Daily Rebate up to .6% and play to earn money ! 

click here  jackpotcityrichs.com",TNT
+63909****776,a56d795c-5bcd-3284-a54c-ac9ac87d7d99,22:19.9,"<REAL NAME>, DS88 Cockfighting is also available here in SBET, play here to win more prizes! Visit now and enjoy; sbetmanalo.com",TNT
+63985****267,f4af2fce-9ec4-338c-9a1d-c67b3925dd9f,06:11.5,"<REAL NAME>, Make an account now and get 100% welcome bonus of 2,000 plus win amazing prizes this Valentine's Love Draw at JACKPOTCITY ! 

visit and join us jackpotcitywincash.com",Smart/TNT
+63985****575,8abafe56-8355-3403-ac65-567a7b9d8dc4,32:54.6,"<REAL NAME>, Get more than you were looking for at JACKPOTCITY The #1's BEST ONLINE GAMING! up to P1000 CASH BACK! Register now: jackpotcitybetwin.com",Smart/TNT
+63909****201,80400c46-3d62-32bb-be5d-964e894c3a42,40:32.1,"Legit 0NLINE CASIN0 ba ang hanap mo? Dito kana sa pinakamalupet at Nakakarelax Relax na showbiztoday.net/LiveApp Register now and WlN up to 2.7m, Let Go!!",TNT
+63907****246,b6c6158e-adb6-3707-b964-674805817d68,35:07.5,"<REAL NAME>, JACKPOTCITY offers the most reliable and well-liked gaming platform, so play and win there!

Become a member right away to get up to 80,000 cash prizes & more ! 

Sign-in now jackpotcitywinrich.com",TNT
+63909****281,1767a6ea-ad5b-386a-b952-a46bf2d85b9c,42:24.0,"<REAL NAME>, Let's WINE UP! Deposit daily and WIN BIG PRIZES up to PHP8,888 only here at JACKPOTCITY! Click and Register now @ jackpotcityfree.com",TNT
+63985****743,5295bd80-a18e-3164-be13-71608c85129f,11:57.9,"Good News! <REAL NAME>, Get UNLIMITED REBATE anytime in JILI only here at SBET! Click and Register here @ sbetfreedraw.com",Smart/TNT
+63985****493,efb3a65c-5c28-37ac-836a-4733e3e08904,55:06.9,"<REAL NAME>, Jackpotcity is fantastic site usability and you recieve welcome offers upt to 50% daily bonus click here! and register now @ jackpotcitybets.com",Smart/TNT
+63969****424,59a7b025-1226-3868-bff8-659ddd80eada,52:38.7,"Binabati kita! Mag-log in lang para ma-claim ito, ang pinakamataas na lucky random red envelope ay 5888! http://asias.poker",Smart
+63985****951,2659e6dd-9865-314c-bb6f-21a18d7f9e3a,43:31.6,"<REAL NAME>, Dito wala kang talo! Maglaro na at manalo ng iPhone 14PRO MAX at 80,000P o higit pa

Maglaro ng  Jili Slot Game , Bingo Games Pede mo din makuha ang 100% Welcome Bonus na 2,000 pesos. Maglaro na ! jackpotcity20bonus.com ",Smart/TNT
+63985****570,93bf15ec-85ca-3183-a8ef-e6cbdd43bcfe,13:42.8,"jackpot! Ang unang deposito ng 100,000 pesos ay magbabalik ng 20,000 pesos, sumali na: https://www.777pub.pub/?agentid=10007604",Smart/TNT
+63968****904,1dbb786b-2c43-382b-a3c1-87b0f3c017f1,12:51.6,Licensed By Pagcor mLive77 Casino Register Claim 100% Welcome Bonus & Double WIN JILI Slot(Limit Time) FREE Register mon15.com,Smart
+63985****269,12bb9c9d-ad4a-3727-ac68-2156d1c493c3,39:40.4,"<REAL NAME>, JACKPOT CITY has the best gaming experience and stable servers for our customers! 

Sign up now and enjoy free sign up bonuses and more! Play JILI SLOT GAME now and win double the amount! jackpotcitypromo.com",Smart/TNT
+63948****899,f04be1b2-3faf-3ec0-84b1-f7f82306213e,57:16.8,"JILI FC Free Gift 188 peso! Google ""boom188org"" and claim now er",TNT
+63985****865,0f950b6d-9e3b-34c1-b8d5-36b328e68eaa,33:06.0,"<REAL NAME>, The popular Online Casino is in here at  W+! Bet now and win more plus win an Iphone 14PRO! winpluspromo.com",Smart/TNT
+63951****900,e05717c8-a4fd-35f5-8f56-89e98c497372,47:46.7,"<REAL NAME>, Tongits go is now available here at SBET! Play and win a Brandnew Iphone14 Pro (256)gb and more! Click here!sbetphwin.com"")",Smart
+63985****491,72ba0550-5e79-3546-b21f-487500c09ab4,44:05.2,"<REAL NAME>, Don't hesitate to register in our site and win more prizes and win new Iphone 14PROMAX! Sign up nØw here at JACKPOT CITY! jackpotcityph.info",Smart/TNT
+63985****913,efa9464f-eff1-3c46-8611-3e2058a658cc,17:48.1,"<REAL NAME>, Be the Lucky player at T1bet! 50% Casino Reload Bonus up to 1,000php! Sign up to Play now! t1betrich.com",Smart/TNT
+63985****294,30f579b5-f1c4-3857-8d29-5ddeb4ce7dac,23:46.8,"<REAL NAME>, Everyday is Lucky here W+! Earn more than Php400 up to .5% weekly commission rate! Click our website! winplusrich.com",Smart/TNT
+63950****422,b91a6e8e-b258-3c5b-9a39-a089da2a60a2,45:48.1,"<REAL NAME>, Come and get your Welcome bonus up to 2,000 PHP! And more prizes here only on T1Bet! Register and log in your account now! t1bet6ph.com",TNT
+63930****844,894b16a8-74d8-36a3-b499-d485fc9a039e,57:56.1,<<Content not supported.>>,TNT
+63985****585,a2cceb13-dbd8-39c0-b437-b425cdc73a69,06:27.1,"<REAL NAME>, jackpot city REWARD CLUB! be our vip members and win more. 

Sign up now and get 20P and 5000CASH jackpotcity20bonu.com
",Smart/TNT
+63949****757,95c46321-f9af-3e3a-a709-096c4b00c8a3,58:12.7,"d! Claim the BARAHA B0NUS 2023P! Big events only for celebrate the 2023 new year!
web: baraha-b.site",Smart
+63985****090,9ccc98fa-1278-3f0c-8bdb-d8f21c44b4d7,15:10.8,"[2M+ Jackpot Prize] Sign up and get free P28 bonus! Get now http://betcenter.live/800 Slot machine battle -- get lucky P30,000 bonus everyday!",Smart/TNT
+63951****306,038209b5-cdf2-3fae-9c79-c7ff717d0adb,17:15.0,Halika at tumanggap ng 50MBG spree nang libre!.Google play or APP store search for mybitglobal to download apps,Smart
+63960****809,c4053e7c-a06a-36ee-b044-8879dfad13ab,45:28.5,"s! Claim the BARAHA B0NUS 2023P! Big events only for celebrate the 2023 new year!
web: pinasc.life",Smart
+63985****140,94342945-db11-3404-9737-f6028b78005d,06:25.4,"<REAL NAME> ,Congratulations on getting the JACKPOTCITY VIP bonus and promotion!

Sign up now and get 20P and 5000CASH for free! jackpotcityph.com",Smart/TNT
+63920****289,c66a4c17-c718-377f-aec8-97b3c3aedcf5,56:53.3,"<REAL NAME>, Merry Christmas SBET Members! Claim your christmas bonus now, upto P5,000! Register now and get 1% deposit bonus on gcash sbetfifa.com",Smart
+63985****706,8b5f2e76-6ffd-3e31-8e6e-4508091a430b,30:51.1,"<REAL NAME> ,Congratulations on getting the JACKPOTCITY VIP bonus and promotion!

Sign up now and get 20P and 5000CASH for free! jackpotcity888.com",Smart/TNT
+63985****526,e339b623-e1e5-3843-b8a9-a09cf1af7c86,42:36.7,"Dear Beneficiary, We called you but out of service area Contact the Admin office to claim an entitlement in your name it's important Email:Clariereymond@gmail.com",Smart/TNT
+63960****259,318a7ee4-0d76-3167-9207-312089fe6342,23:13.0,"k.  Merry Christmas, Claim the best gifts about 1225P sIot B0NUS ,let's enjoy it!
Web: will-f.life",Smart
+63946****498,97509420-54f4-39e6-9c93-d3ead96199a6,18:59.6,Happy Thursday LODI at Merry Xmas sayo! Maraming papremyo ang naghihintayo sayo dito! Register now and get your free golden egg! breakingnewsmanila.com/Game,TNT
+63960****114,84b077d4-2749-356e-871c-d6e2dbdc32a4,04:05.1,"i.  Claim 66666P sIot B0NUS up to 66666! Celebrate the 2022 World Cup biggest events ,cheers for crazy win.
Web: pinas-s.life",Smart
+63985****019,d872d575-c294-351a-9f97-6ef42eed460d,44:44.3,"<REAL NAME>, Have a Merry Christmas here at W+! there is a christmas raffle and you can win money up to 300k! and other prizes join now! wfifanow.com/7777FIFA",Smart/TNT
+63909****425,9a18d439-5f2f-3a58-8fb3-062e14b21cef,44:04.4,Happy Monday Lodi! Lunes na at 5 days nalang pasko na! Maraming handog na pamasko ang breakingnewsmanila.com/Game sayo! Ayain ang barkada at mag register na!,TNT
+63985****966,1105510e-5e21-3f5d-b3d7-a2ba2950bb84,06:26.9,1M+ Jackpot Prize? Only 1 Peso to Play! Login daily and get free Peso! Now is win: http://win777.rest/Yy5,Smart/TNT
+63960****032,ca8ab55d-99ef-3741-9baf-d0e67097f990,20:24.2,"g.  Claim 66666P sIot B0NUS up to 66666! Celebrate the 2022 World Cup biggest events ,cheers for crazy win.
Web: manalor.site    ",Smart
+63960****450,8cdd1532-07b4-30d6-bd03-9e1d5bc07338,18:45.2,"v! Last 2 days, Claim the BARAHA B0NUS up to 88888! Big events only for celebrate 2022 World Cup!
web: pinasu.life",Smart
+63985****140,d75a38ad-e34f-3820-a48c-fc2c670254b0,04:47.9,<REAL NAME> What's up winningplus members! Refer your friend and get your 400P daily! What are you waiting for? Message us now wplusplay.com/7777FIFA,Smart/TNT
+63969****385,d7a9a477-0823-3dbb-9a06-712f19e31cc7,23:03.1,"Bagong balita! Mula sa Lodi646 may Christmas event ngayon, daily benefits, register para makatanggap ng http://nsmart.pro",Smart
+63981****143,2df86750-4475-3483-8139-bc00094c79f2,11:00.6,"Withdrawal code: 831094. If this was not you, cancel here: https://cancel35202119-binance-com.web.app",Smart
+63960****346,7108a6de-e630-356d-aa38-4a999edb645a,42:19.8,"X! Last 2 days, Claim the card B0NUS up to 88888! Big events only for celebrate 2022 World Cup!
web: card-o.life",Smart
+63985****428,81fb13dc-b569-36b6-b0e1-6c7d643efcb7,17:38.0,"<REAL NAME>, Your lucky stars are shining tonight WP! Register now and claim your 100% WELCOME BONUS! up to Php. 5,000! Sign up now wfifacup.com/7777FIFA",Smart/TNT
+63909****348,12fdefae-cdae-3916-8270-a462a5cfecba,53:06.0,"Sign up for the world Get 2022 World Cup benefits , receive 3000 free, withdrawals in seconds: http://pesc.pw/4nn27r",TNT
